cer_id,cloud_provider,focus_category,service,title,summary,severity,status
CER-004415,databricks,focus_compute,databricks-sql,Inefficient Query Design in Databricks SQL and Spark Jobs,"Many Spark and SQL workloads in Databricks suffer from micro-optimization issues — such as unfiltered joins, unnecessary shuffles, missing broadcast joins, and repeated scans of uncached data. These problems increase compute time and resource utilization, especially in exploratory or development environments. Disabling Adaptive Query Execution (AQE) can further exacerbate inefficiencies. Optimizin",medium,published
CER-005876,aws,focus_compute,aws-lambda,Inefficient SnapStart Configuration in Lambda,"SnapStart reduces cold-start latency, but when configured inefficiently, it can increase costs. High-traffic workloads can trigger frequent snapshot restorations, multiplying costs. Slow initialization code inflates the Init phase, which is now billed at the full rate. Suppressed-init conditions, where functions initialize without enhanced resources, can add further inefficiency if memory or timeo",medium,published
CER-008418,snowflake,focus_other,snowflake-snowpipe,Inefficient Snowpipe Usage Due to Small File Ingestion,"Ingesting a large number of small files (e.g., files smaller than 10 MB) using Snowpipe can lead to disproportionately high costs due to the per-file overhead charges. Each file, regardless of its size, incurs the same overhead fee, making the ingestion of numerous small files less cost-effective. Additionally, small files can increase the load on Snowflake's metadata and ingestion infrastructure,",medium,published
CER-004682,azure,focus_other,azure-pipelines,Inefficient Use of Azure Pipelines,"Teams often overuse Microsoft-hosted agents by running redundant or low-value jobs, failing to configure pipelines efficiently, or neglecting to use self-hosted agents for steady workloads. These inefficiencies result in unnecessary cost and delivery friction, especially when pipelines create queues due to limited agent availability.",medium,published
CER-003587,databricks,focus_compute,databricks-clusters,Inefficient Use of Interactive Clusters,"Interactive clusters are intended for development and ad-hoc analysis, remaining active until manually terminated. When used to run scheduled jobs or production workflows, they often stay idle between executions—leading to unnecessary infrastructure and DBU costs. Job clusters are designed for ephemeral, single-job execution and automatically terminate upon completion, reducing runtime and isolati",medium,published
CER-007085,databricks,focus_other,databricks-workflows,Inefficient Use of Job Clusters in Databricks Workflows,"When multiple tasks within a workflow are executed on separate job clusters — despite having similar compute requirements — organizations incur unnecessary overhead. Each cluster must initialize independently, adding latency and cost. This results in inefficient resource usage, especially for workflows that could reuse the same cluster across tasks. Consolidating tasks onto a single job cluster wh",medium,published
CER-003770,aws,focus_database,aws-dynamodb,Inefficient Use of On-Demand Capacity in DynamoDB,"While On-Demand mode is well-suited for unpredictable or bursty workloads, it is often cost-inefficient for applications with consistent throughput. In these cases, shifting to Provisioned mode with Auto Scaling allows teams to set a baseline level of capacity and scale incrementally as needed—often yielding substantial cost savings without compromising performance.",medium,published
CER-007871,azure,focus_compute,databricks,Inefficient Use of Photon Engine in Azure Databricks,"Photon is optimized for SQL workloads, delivering significant speedups through vectorized execution and native C++ performance. However, Photon only accelerates workloads that use compatible operations and data patterns. If a workload includes unsupported functions, unoptimized joins, or falls back to interpreted execution, Photon may be silently bypassed — even on a Photon-enabled cluster. In thi",medium,published
CER-003622,databricks,focus_compute,databricks-clusters,Inefficient Use of Photon Engine in Databricks Compute,"Photon is enabled by default on many Databricks compute configurations. While it can accelerate certain SQL and DataFrame operations, its performance benefits are workload-specific and may not justify the increased DBU cost. Many pipelines, particularly ETL jobs or simpler Spark workloads, do not benefit materially from Photon but still incur the higher DBU multiplier. Disabling Photon by default ",medium,published
CER-007941,aws,focus_database,aws-rds,Inefficient Use of RDS Reader Nodes,"RDS reader nodes are intended to handle read-only workloads, allowing for traffic offloading from the primary (writer) node. However, in many environments, services are misconfigured or hardcoded to send all traffic—including reads—to the writer node. This results in underutilized reader nodes that still incur full hourly charges, while the writer node becomes a performance bottleneck and may requ",medium,published
CER-007511,gcp,focus_database,gcp-bigquery,Inefficient Use of Reservations in BigQuery,"Teams often adopt flat-rate pricing (slot reservations) to stabilize costs or optimize for heavy, recurring workloads. However, if query volumes drop — due to seasonal cycles, architectural shifts (e.g., workload migration), or inaccurate forecasting — those reserved slots may sit underused. This inefficiency is easy to miss, as the cost remains fixed and detached from usage volume. Unlike autosca",medium,published
CER-004309,aws,focus_compute,aws-step-functions,Inefficient Workflow Design in AWS Step Functions,"Improper design choices in AWS Step Functions can lead to unnecessary charges. For example: * Using Standard Workflows for short-lived, high-frequency executions leads to excessive per-transition charges. * Using Express Workflows for long-running processes (close to or exceeding the 5-minute limit) may cause timeouts or retries. * Inefficient use of states—such as chaining many simple states inst",medium,published
CER-006034,snowflake,focus_compute,snowflake-virtual-warehouse,Inefficient Workload Distribution Across Warehouses,"Many organizations assign separate Snowflake warehouses to individual business units or teams to simplify chargebacks and operational ownership. This often results in redundant and underutilized warehouses, as workloads frequently do not require the full capacity of even the smallest warehouse size.By consolidating compatible workloads onto shared warehouses, organizations can maximize utilization",medium,published
CER-004766,azure,focus_database,azure-cosmos-db,Infrequently Accessed Data Stored in Azure Cosmos DB,"Azure Cosmos DB is optimized for low-latency, globally distributed workloads—not long-term storage of infrequently accessed data. Yet in many environments, cold data such as logs, telemetry, or historical records is retained in Cosmos DB due to a lack of lifecycle management.",medium,published
CER-007015,aws,focus_storage,aws-s3,Infrequently Accessed Objects Stored in S3 Standard Tier,"S3 Standard is the default storage class and is often used by default even for data that is rarely accessed. Keeping large volumes of infrequently accessed data in S3 Standard leads to unnecessary costs. Data such as backups, logs, archives, or historical snapshots are often strong candidates for migration to colder tiers like S3 Glacier or Deep Archive. If access patterns are unknown or variable,",medium,published
CER-001682,aws,focus_storage,aws-backup,Lack of Deduplication and Change Block Tracking in AWS Backup,"AWS Backup does not natively support global deduplication or change block tracking across backups. As a result, even traditional incremental or differential backup strategies (e.g., daily incremental, weekly full) can accumulate redundant data. Over time, this leads to higher-than-necessary storage usage and cost — especially in environments with frequent backup schedules or large data volumes tha",medium,published
CER-006847,databricks,focus_other,databricks,Lack of Functional Cost Attribution in Databricks Workloads,"Databricks cost optimization begins with visibility. Unlike traditional IaaS services, Databricks operates as an orchestration layer spanning compute, storage, and execution — but its billing data often lacks granularity by workload, job, or team. This creates a visibility gap: costs fluctuate without clear root causes, ownership is unclear, and optimization efforts stall due to lack of actionable",medium,published
CER-005609,databricks,focus_compute,databricks-clusters,Lack of Graviton Usage in Databricks Clusters,"Databricks supports AWS Graviton-based instances for most workloads, including Spark jobs, data engineering pipelines, and interactive notebooks. These instances offer significant cost advantages over traditional x86-based VMs, with comparable or better performance in many cases. When teams default to legacy instance types, they miss an easy opportunity to reduce compute spend. Unless workloads ha",medium,published
CER-007521,databricks,focus_compute,databricks-compute,Lack of Workload-Specific Cluster Segmentation,"Running varied workload types (e.g., ETL pipelines, ML training, SQL dashboards) on the same cluster introduces inefficiencies. Each workload has different runtime characteristics, scaling needs, and performance sensitivities. When mixed together, resource contention can degrade job performance, increase cost, and obscure cost attribution.ETL jobs may overprovision memory, while lightweight SQL qu",medium,published
CER-004314,azure,focus_other,azure-marketplace,Lifecycle Visibility Gaps Inflating Renewal Costs in Azure Marketplace,"When Marketplace contracts or subscriptions expire or change without visibility, Azure may automatically continue billing at higher on-demand or list prices. These lapses often go unnoticed due to lack of proactive tracking, ownership, or renewal alerts, resulting in substantial cost increases. The issue is amplified when contract records are siloed across procurement, finance, and engineering tea",medium,published
CER-002637,gcp,focus_other,gcp-cloud-logging,Logging Buckets in Non-Production Environments Storing Info Logs,"Non-production environments frequently generate INFO-level logs that capture expected system behavior or routine API calls. While useful for troubleshooting in development, they rarely need to be retained. Allowing all INFO logs to be ingested and stored in Logging buckets across dev or staging environments can lead to disproportionate ingestion and storage costs. This inefficiency often persists ",medium,published
CER-008855,azure,focus_storage,azure-snapshots,Long-Retained Azure Snapshot,"Snapshots are often created for short-term protection before changes to a VM or disk, but many remain in the environment far beyond their intended lifespan. Over time, this leads to an accumulation of snapshots that are no longer associated with any active resource or retained for operational need.Since Azure does not enforce automatic expiration or lifecycle policies for snapshots, they can persi",medium,published
CER-003032,aws,focus_database,aws-rds,Long-Retained RDS Manual Snapshot,"Manual snapshots are often created for operational tasks like upgrades, migrations, or point-in-time backups. Unlike automated backups, which are automatically deleted after a set retention period, manual snapshots remain in place until explicitly deleted. Over time, this can lead to an accumulation of snapshots that are no longer needed but still incur monthly storage charges. This is particularl",medium,published
CER-008052,azure,focus_storage,azure-managed-disks,Managed Disk Attached to a Deallocated VM,"This inefficiency occurs when a VM is deallocated but its attached managed disks are still active and incurring storage charges. While compute billing stops for deallocated VMs, the disks remain provisioned and billable. These disks often persist unintentionally after a VM is paused, retired, or left unused in dev/test environments, resulting in waste if not explicitly cleaned up.",medium,published
CER-003227,azure,focus_storage,azure-managed-disks,Managed Disk Attached to a Stopped VM,"Disks attached to VMs that have been stopped for an extended period, particularly when showing no read or write activity, may indicate abandoned infrastructure or obsolete resources. Retaining these disks without validation leads to unnecessary monthly storage costs. Reviewing and cleaning up inactive disks helps optimize spend and maintain storage hygiene.",medium,published
CER-008089,aws,focus_network,aws-nat-gateway,Managed NAT Gateway with Excessive Data Transfer,"NAT Gateways are convenient for enabling outbound access from private subnets, but in data-intensive environments, they can quietly become a major cost driver. When large volumes of traffic flow through the gateway—particularly during batch processing, frequent software updates, or hybrid cloud integrations—the per-GB charges accumulate rapidly. In some cases, replacing a managed NAT Gateway with ",medium,published
CER-002410,aws,focus_storage,aws-s3,Misaligned S3 Storage Tier Selection Based on Access Patterns,"While moving objects to colder storage classes like Glacier or Infrequent Access (IA) can reduce storage costs, premature transitions without analyzing historical access patterns can lead to unintended expenses. Retrieval charges, restore time delays, and early delete penalties often go unaccounted for in simplistic tiering decisions. This inefficiency arises when teams default to colder tiers bas",medium,published
CER-002210,databricks,focus_compute,databricks-clusters,Missing Auto-Termination Policy for Databricks Clusters,"In many environments, users launch Databricks clusters for development or analysis and forget to shut them down after use. When no auto-termination policy is configured, these clusters remain active indefinitely, incurring unnecessary charges for both Databricks and cloud infrastructure usage. This inefficiency is especially common in interactive clusters that are user-managed, ephemeral, or explo",medium,published
CER-008607,gcp,focus_storage,gcp-gcs,Missing Autoclass on GCS Bucket,"Buckets without Autoclass enabled can accumulate infrequently accessed data in more expensive storage classes, inflating monthly costs. Enabling Autoclass allows GCS to automatically move objects to lower-cost tiers based on observed access behavior, optimizing storage costs without manual lifecycle policy management. Activating Autoclass reduces operational overhead while maintaining seamless acc",medium,published
CER-007131,databricks,focus_storage,delta-lake,Missing Delta Optimization Features for High-Volume Tables,"In many Databricks environments, large Delta tables are created without enabling standard optimization features like partitioning and Z-Ordering. Without these, queries scanning large datasets may read far more data than necessary, increasing execution time and compute usage. * Partitioning organizes data by a specified column to reduce scan scope. * Z-Ordering optimizes file sorting to minimize I",medium,published
CER-008760,aws,focus_storage,aws-efs,Missing Intelligent-Tiering on EFS Lifecycle Policy,"EFS offers lifecycle policies that transition files from the Standard tier to Infrequent Access (IA) based on inactivity, significantly reducing storage costs for cold data. When this feature is not enabled, infrequently accessed files remain in the more expensive Standard tier indefinitely. This often occurs when the file system is initially provisioned for performance but long-term access patter",medium,published
CER-001444,oci,focus_storage,oci-object-storage,Missing Lifecycle Policy on Object Storage,"Without lifecycle policies, data in OCI Object Storage remains in the default storage tier indefinitely—even if it is rarely accessed. This can lead to growing costs from unneeded or rarely accessed data that could be expired or transitioned to lower-cost tiers like Archive Storage.",medium,published
CER-007148,aws,focus_storage,aws-efs,Missing Lifecycle Policy on Replicated EFS File System,"When replicating an EFS file system across AWS regions (e.g., for disaster recovery), the destination file system does not automatically inherit the source’s lifecycle policy. As a result, files replicated to the destination will remain in the Standard storage class unless a new lifecycle policy is explicitly configured. Over time, this can lead to significantly higher storage costs, particularly ",medium,published
CER-009649,azure,focus_storage,azure-managed-disks,Missing Performance Plus on Eligible Managed Disks,"For Premium SSD and Standard SSD disks 513 GiB or larger, Azure now offers the option to enable Performance Plus — unlocking higher IOPS and MBps at no extra cost. Many environments that previously required custom performance settings continue to pay for additional throughput unnecessarily. By not enabling Performance Plus on eligible disks, organizations miss a straightforward opportunity to redu",medium,published
CER-002318,azure,focus_ai,azure-cognitive-services,Missing Reserved PTUs for Steady-State Azure OpenAI Workloads,"Many production Azure OpenAI workloads—such as chatbots, inference services, and retrieval-augmented generation (RAG) pipelines—use PTUs consistently throughout the day. When usage stabilizes after initial experimentation, continuing to rely on on-demand PTUs results in ongoing unnecessary spend. These workloads are strong candidates for reserved PTUs, which provide identical performance guarantee",medium,published
CER-008077,aws,focus_storage,aws-s3,Missing S3 Gateway Endpoint for Intra-Region EC2 Access,"When EC2 instances within a VPC access Amazon S3 in the same region without a Gateway VPC Endpoint, traffic is routed through the public S3 endpoint and incurs standard internet egress charges — even though it remains within the AWS network. This results in unnecessary egress charges, as AWS treats this traffic as data transfer out to the internet, billed under the S3 service.By contrast, provisio",medium,published
CER-003133,aws,focus_storage,aws-s3,Missing S3 Lifecycle Policy for Incomplete Multipart Uploads,"Multipart upload allows large files to be uploaded in segments. Each part is stored individually until the upload is finalized by a “CompleteMultipartUpload” request. If this final request is never issued—due to a timeout, crash, failed job, or misconfiguration—the parts remain stored but are effectively useless: they do not form a valid object and cannot be retrieved. Without a lifecycle policy i",medium,published
CER-005903,azure,focus_compute,azure-virtual-machines,Missing Scheduled Shutdown for Non-Production Azure Virtual Machines,"Non-production Azure VMs are frequently left running during off-hours despite being used only during business hours. When these instances remain active overnight or on weekends, they generate unnecessary compute spend. Azure offers built-in auto-shutdown features that allow teams to define daily stop times, retaining disk data and configurations without paying for VM runtime. Implementing schedule",medium,published
CER-005966,gcp,focus_compute,gcp-compute-engine,Missing Scheduled Shutdown for Non-Production Compute Engine Instances,"Development and test environments on Compute Engine are commonly provisioned and left running around the clock, even if only used during business hours. This results in wasteful spend on compute time that could be eliminated by scheduling shutdowns during idle periods. GCP enables scheduling via native tools such as Cloud Scheduler, Cloud Functions, or Terraform automation. Stopping VMs during off",medium,published
CER-009831,aws,focus_compute,aws-ec2,Missing Scheduled Shutdown for Non-Production EC2 Instances,"Non-production EC2 instances are often provisioned for daytime-only usage but remain running 24/7 out of convenience or oversight. This results in unnecessary compute charges, even if the workload is inactive for 16+ hours per day. AWS supports automated schedules to stop and start instances at predefined times, allowing organizations to retain data and instance configuration without paying for un",medium,published
CER-002313,azure,focus_compute,azure-reservations,Missing Shared Scope Configuration for Azure Reservations,"When reservations are scoped only to a single subscription, any unused capacity cannot be applied to matching resources in other subscriptions within the same tenant. This leads to underutilization of the committed reservation and continued on-demand charges in other parts of the organization. Enabling Shared scope allows all eligible subscriptions to consume the reservation benefit, improving uti",medium,published
CER-008908,aws,focus_network,aws-vpc,Missing VPC Endpoints for High-Volume AWS Service Access,"When EC2 instances, Lambda functions, or containerized workloads access AWS-managed services without VPC Endpoints, that traffic exits the VPC through a NAT Gateway or Internet Gateway. This introduces unnecessary egress charges and NAT processing costs, especially for data-intensive or high-frequency workloads.",medium,published
CER-005250,snowflake,focus_other,snowflake-materialized-views,Missing or Inefficient Use of Materialized Views,"Inefficiency arises when MVs are either underused or misused. When high-cost, repetitive queries are not backed by MVs, workloads consume unnecessary compute resources. When MVs exist but are rarely queried, their background refresh and storage costs accumulate without offsetting savings.Proper evaluation of workload patterns and strategic use of MVs is critical to achieve a net cost benefit.",medium,published
CER-008775,aws,focus_database,aws-aurora,Misuse of Aurora Serverless for Steady-State Workloads,"Aurora Serverless is designed for workloads with unpredictable or intermittent usage patterns that benefit from automatic scaling. However, when used for databases with constant load, the service’s elasticity offers little advantage and adds cost overhead. Serverless instances run continuously in steady workloads, resulting in persistent ACU billing at a higher effective rate than a provisioned cl",medium,published
CER-004346,aws,focus_database,aws-rds,No Lifecycle Management for Temporarily Stopped RDS Instances,"While stopping an RDS instance reduces runtime cost, AWS enforces a 7-day limit on stopped state. After this period, the instance is automatically restarted and resumes incurring compute charges — even if the database is still not needed. This creates waste in cases where teams intended to pause the environment but failed to manage its lifecycle beyond the 7-day window. Without proper automation o",medium,published
CER-002544,aws,focus_database,aws-elasticache,Non-Graviton ElastiCache Node on Eligible Workload,"Many Redis and Memcached clusters still use legacy x86-based node types (e.g., cache.r5, cache.m5) even though Graviton-based alternatives are available. In-memory workloads tend to be highly compatible with Graviton due to their simplicity and reliance on standard CPU and memory usage patterns.Unless constrained by architecture-specific extensions or strict compliance requirements, most ElastiCac",medium,published
CER-006409,aws,focus_database,aws-rds,Non-Graviton RDS Instance on Eligible Workload,"Many RDS workloads continue to run on older x86 instance types (e.g., db.m5, db.r5) even though compatible Graviton-based options (e.g., db.m6g, db.r6g) are widely available. These newer families deliver improved performance per vCPU and lower hourly costs, yet are often not adopted due to legacy defaults, inertia, or lack of awareness.When workloads are not tightly bound to architecture-specific ",medium,published
CER-005981,azure,focus_ai,azure-cognitive-services,Non-Production Azure OpenAI Deployments Using PTUs Instead of PAYG,"Development, testing, QA, and sandbox environments rarely have the steady, predictable traffic patterns needed to justify PTU deployments. These workloads often run intermittently, with lower throughput and shorter usage windows. When PTUs are assigned to such environments, the fixed hourly billing generates continuous cost with little utilization. Switching non-production workloads to PAYG aligns",medium,published
CER-009359,databricks,focus_compute,databricks-clusters,On-Demand-Only Configuration for Non-Production Databricks Clusters,"In non-production environments—such as development, testing, and experimentation—many teams default to on-demand nodes out of habit or caution. However, Databricks offers built-in support for using spot instances safely. Its job scheduler and cluster management system are designed to detect spot instance evictions and automatically replace them with on-demand nodes when necessary, making the use o",medium,published
CER-009912,gcp,focus_compute,gcp-gke,Orphaned Kubernetes Resources,"In GKE environments, it is common for unused Kubernetes resources to accumulate over time. Examples include Persistent Volume Claims (PVCs) that retain provisioned Persistent Disks, or Services of type LoadBalancer that continue to front GCP external load balancers even after the backing pods are gone. ConfigMaps and Secrets may also linger, creating operational overhead.These orphaned objects oft",medium,published
CER-009085,aws,focus_compute,aws-eks,Orphaned Kubernetes Resources,"In Kubernetes environments, resources such as ConfigMaps, Secrets, Services, and Persistent Volume Claims (PVCs) are often created dynamically by applications or deployment pipelines. When applications are removed or reconfigured, these resources may be left behind if not explicitly cleaned up. Over time, they accumulate as orphaned resources — not referenced by any live workload.Some of these obj",medium,published
CER-009913,azure,focus_compute,azure-aks,Orphaned Kubernetes Resources,"Kubernetes environments often accumulate unused resources over time as applications evolve. Common examples include Persistent Volume Claims (PVCs) backed by Azure Disks, Services that trigger load balancer provisioning, or stale ConfigMaps and Secrets. When the associated deployments or pods are removed, these resources may remain unless explicitly deleted.In AKS, this can lead to unmanaged costs",medium,published
CER-002976,azure,focus_compute,azure-aks,Orphaned and Overprovisioned Resources in AKS Clusters,"Clusters often accumulate unused components when applications are terminated or environments are cloned. These include PVCs backed by Managed Disks, Services that still front Azure Load Balancers, and test namespaces that are no longer maintained. Node pools are frequently overprovisioned, especially in multi-tenant or CI environments.The cost impact of these idle resources is magnified in organiz",medium,published
CER-001348,aws,focus_compute,aws-eks,Orphaned and Overprovisioned Resources in EKS Clusters,"In EKS environments, cluster sprawl can occur when workloads are removed but underlying resources remain. Common issues include persistent volumes no longer mounted by pods, services still backed by ELBs despite being unused, and overprovisioned nodes for workloads that no longer exist. Node overprovisioning can result from high CPU/memory requests or limits, DaemonSets running on every node, rest",medium,published
CER-009463,gcp,focus_compute,gcp-gke,Orphaned and Overprovisioned Resources in GKE Clusters,"As environments scale, GKE clusters tend to accumulate artifacts from ephemeral workloads, dev environments, or incomplete job execution. PVCs can continue to retain Persistent Disks, Services may continue to expose public IPs and provision load balancers, and node pools are often oversized for steady-state demand. This results in cloud spend that is not aligned with application activity.Organizat",medium,published
CER-001601,aws,focus_compute,aws-glue,Outdated AWS Glue Version for Python Jobs,"Newer AWS Glue versions—such as Glue 5.0—include significant performance optimizations for **Python-based** ETL jobs, often reducing runtime by 10–60%. These improvements do not require any code changes, making version upgrades a simple and impactful optimization. When jobs remain on older runtimes such as Glue 3.0 or 4.0, they execute more slowly, consume more DPUs, and incur unnecessary cost. Ad",medium,published
CER-008221,aws,focus_database,aws-aurora,Outdated Aurora Versions Triggering Extended Support Charges,"Customers often delay upgrading Aurora clusters due to compatibility concerns or operational overhead. However, when older versions such as MySQL 5.7 or PostgreSQL 11 move into Extended Support, AWS applies automatic surcharges to ensure continued patching. These charges affect all clusters regardless of usage, creating unnecessary cost exposure across both production and non-production environmen",medium,published
CER-008122,azure,focus_compute,azure-app-service,Outdated Azure App Service Plan,"Applications running on App Service V2 plans may incur higher operational costs and degraded performance compared to V3 plans. V2 uses older hardware generations that lack access to platform-level enhancements introduced in V3, including improved cold start times, faster scaling, and enhanced networking options.This inefficiency often arises from legacy deployments or default provisioning choices ",medium,published
CER-005729,aws,focus_compute,aws-eks,Outdated EKS Cluster Incurring Extended Support Charges,"When an EKS cluster remains on a Kubernetes version that has reached the end of standard support, AWS begins charging an additional Extended Support fee. These charges often arise from delays in upgrade cycles, uncertainty about workload compatibility, or overlooked legacy clusters. If the workload does not require the older version, continuing to run the cluster in this state results in unnecessa",medium,published
CER-002772,aws,focus_database,aws-elasticache,Outdated ElastiCache Node Type,"Some ElastiCache clusters continue to run on older-generation node types that have since been replaced by newer, more cost-effective options. This can happen due to legacy templates, lack of version validation, or infrastructure that has not been reviewed in years. Newer instance families often deliver better performance at a lower hourly rate. Modernizing to newer node types can reduce compute sp",medium,published
CER-008053,aws,focus_database,aws-elasticsearch,Outdated Elasticsearch Version Triggering Extended Support Charges,"Many legacy workloads still run on older Elasticsearch versions — particularly 5.x, 6.x, or 7.x — due to inertia, compatibility constraints, or lack of ownership. Once these versions exceed their standard support window, AWS begins charging an hourly Extended Support fee for each domain. These fees are often missed in cost reviews, especially in environments that are inactive but still provisioned",medium,published
CER-007692,aws,focus_database,aws-opensearch,Outdated OpenSearch Version Triggering Extended Support Charges,"Domains running outdated OpenSearch versions — particularly OpenSearch 1.x — begin to incur AWS Extended Support charges once they fall outside of the standard support period. These charges are persistent and apply even if the domain is inactive or lightly used. Many teams overlook this cost when delaying upgrades or maintaining non-critical environments like dev, test, or staging. In large organi",medium,published
CER-005883,aws,focus_storage,aws-ebs,Outdated Provisioned IOPS Volume Type for High-I/O Workloads,Many environments continue using io1 volumes for high-performance workloads due to legacy provisioning or lack of awareness of io2 benefits. io2 volumes provide equivalent or better performance and durability with reduced cost at scale. Failing to adopt io2 where appropriate results in unnecessary spend on IOPS-heavy volumes.,medium,published
CER-005213,aws,focus_database,aws-rds,Outdated RDS Cluster Incurring Extended Support Charges,"When an RDS cluster is not upgraded in time, it can fall out of standard support and incur Extended Support charges. This often happens when upgrade cycles are delayed, blocked by compatibility issues, or deprioritized due to competing initiatives. Over time, these fees can add up significantly. Staying on an outdated version also increases operational risk and reduces access to engine improvement",medium,published
CER-005308,aws,focus_database,aws-rds,Outdated RDS Versions Triggering Extended Support Charges,"Many organizations continue to run outdated database engines, such as MySQL 5.7 or PostgreSQL 11, beyond their support windows. Beginning in 2024, AWS automatically enrolls these into Extended Support to maintain security updates, adding incremental charges that scale with vCPU count. These costs often appear suddenly, impacting both production and non-production environments. For development and ",medium,published
CER-002837,azure,focus_compute,azure-virtual-machines,Outdated Virtual Machine Version in Azure,"Many organizations choose a VM SKU and version (e.g., `D4s_v3`) during the initial planning phase of a project, often based on availability, compatibility, or early cost estimates. Over time, Microsoft releases newer hardware generations (e.g., `D4s_v4`, `D4s_v5`) that offer equivalent or better performance at the same or reduced cost. However, existing VMs are not automatically migrated, and thes",medium,published
CER-009554,aws,focus_storage,aws-ebs,Outdated and Expensive EBS Volume Type,"This inefficiency occurs when legacy volume types such as gp2 or io1 remain in use, even though AWS has released newer types—like gp3 and io2—that offer better performance at lower cost. Gp3 allows users to configure IOPS and throughput independently of volume size, while io2 provides higher durability and more predictable performance than io1. These newer volumes are generally more cost-effective",medium,published
CER-003384,azure,focus_storage,azure-managed-disks,Outdated and Expensive Premium SSD Disk,"Workloads using legacy Premium SSD managed disks may be eligible for migration to Premium SSD v2, which delivers equivalent or improved performance characteristics at a lower cost. Premium SSD v2 decouples disk size from performance metrics like IOPS and throughput, enabling more granular cost optimization. Additionally, Premium SSD disks are often overprovisioned in size—for example, a P40 disk w",medium,published
CER-004741,azure,focus_storage,azure-managed-disks,Outdated and Expensive Standard SSD Disk,"Standard SSD disks can often be replaced with Premium SSD v2 disks, offering enhanced IOPS, throughput, and durability at competitive or lower pricing. For workloads that require moderate to high performance but are currently constrained by Standard SSD capabilities, migrating to Premium SSD v2 improves both performance and cost efficiency without significant operational overhead.",medium,published
CER-005855,gcp,focus_storage,gcp-gcs,Over-Retained Exported Object Versions in GCS Versioning Buckets,"When GCS object versioning is enabled, every overwrite or delete operation creates a new noncurrent version. Without a lifecycle rule to manage old versions, they persist indefinitely. Over time, this results in: * Accumulation of outdated data * Unnecessary storage costs, especially in Standard or Nearline classes * Lack of visibility into what is still needed vs. legacy debris This issue often g",medium,published
CER-007399,azure,focus_database,azure-sql,Overbilling Due to Tier Switches and Allocation Overlaps in DTU Model,"Workloads that frequently scale up and down within the same day—whether manually, via automation, or platform-managed—can encounter hidden cost amplification under the DTU model. When a database changes tiers (e.g., S7 → S4), Azure treats each tiered segment as a separate allocation and applies full-hour rounding independently. In some cases, both tiers may be billed for the same time period due t",medium,published
CER-007364,azure,focus_other,azure-monitor,Overly Frequent Querying in Azure Monitor Alerts,"While high-frequency alerting is sometimes justified for production SLAs, it's often overused across non-critical alerts or replicated blindly across environments. Projects with multiple environments (e.g., dev, QA, staging, prod) often duplicate alert rules without adjusting for business impact, which can lead to alert sprawl and inflated monitoring costs.In large-scale environments, reducing the",medium,published
CER-008388,aws,focus_other,aws-cloudwatch,Overly Permissive VPC Flow Log Filters Sent to CloudWatch Logs,"VPC Flow Logs configured with the ALL filter and delivered to CloudWatch Logs often result in unnecessarily high log ingestion volumes — especially in high-traffic environments. This setup is rarely required for day-to-day monitoring or security use cases but is commonly enabled by default or for temporary debugging and then left in place. As a result, teams incur excessive CloudWatch charges with",medium,published
CER-004858,azure,focus_database,azure-database-for-postgresql-flexible-server,Overprovisioned Azure Database for PostgreSQL Flexible Server,"Azure Database for PostgreSQL – Flexible Server often defaults to general-purpose D-series VMs, which may be oversized for many production or development workloads. PostgreSQL typically does not require a high sustained high CPU, making it well-suited to memory-optimized (E-series) or burstable (B-series) instances.When actual usage consistently falls below the provisioned capacity — particularly ",medium,published
CER-004864,azure,focus_database,azure-sql,Overprovisioned Compute Tier in Azure SQL Database,"Azure SQL Database resources are frequently overprovisioned due to default configurations, conservative sizing, or legacy requirements that no longer apply. This inefficiency appears across all deployment models:* Single Databases may be assigned more DTUs or vCores than the workload requires * Elastic Pools may be oversized for the actual demand of pooled databases * Managed Instances are often d",medium,published
CER-005151,aws,focus_storage,aws-ebs,Overprovisioned EBS Volume,"EBS volumes often remain significantly overprovisioned compared to the actual data stored on them. Because billing is based on the total provisioned capacity—not actual usage—this creates ongoing waste when large volumes are only partially used. Overprovisioning may result from default sizing in templates, misestimated requirements, or conservative provisioning practices. Identifying and remediati",medium,published
CER-004589,oci,focus_network,oci-load-balancer,Overprovisioned Load Balancer,"Load balancers incur charges based on provisioned bandwidth shape, even if backend traffic is minimal. If traffic is low, or if only one backend server is configured, the load balancer may be oversized or unnecessary, especially in test or staging environments.",medium,published
CER-005871,azure,focus_storage,azure-managed-disks,Overprovisioned Managed Disk for VM Limits,"Each Azure VM size has a defined limit for total disk IOPS and throughput. When high-performance disks (e.g., Premium SSDs with high IOPS capacity) are attached to low-tier VMs, the disk’s performance capabilities may exceed what the VM can consume. This results in paying for performance that the VM cannot access. For example, attaching a large Premium SSD to a B-series VM will not provide the exp",medium,published
CER-004631,aws,focus_compute,aws-lambda,Overprovisioned Memory Allocation for Lambda Functions,"Each Lambda function must be configured with a memory setting, which indirectly controls the amount of CPU and networking performance allocated. In many environments, memory settings are defined arbitrarily or left unchanged as functions evolve. Over time, this leads to overprovisioning — with functions running well below their allocated memory and incurring unnecessary compute costs. Systematic r",medium,published
